user,sku,category,query,click_time,query_time
46856f652f60897180d2892177ca2d9a61981807,2842056,pcmcat209000050008,touchpad,"2011-08-22 10:22:43.453","2011-08-22 10:22:23.747"
468c75d29542cebdf4e67586a117c3069a381c22,2817582,pcmcat209000050008,"samsung galaxy tab 32g","2011-09-06 10:11:31.915","2011-09-06 10:11:01.462"
46917f6ecfa1eb06c23321456709ac53dd497ba6,3303069,pcmcat248500050020,"wii console","2011-10-25 23:41:28.083","2011-10-25 23:41:01.452"
4691a39378495aa778b1b1fdc008a999cfa31d5b,9225377,abcat0201011,"Apple tv","2011-10-04 13:10:20.555","2011-10-04 13:09:30.037"
469a615b004135370d9d3d422ebe4767e3293ffa,3247045,cat02015,"transformers dark moon","2011-09-30 09:28:48.356","2011-09-30 09:28:08.161"
469cff1ed58655a77e6b816063836b64329f0c1a,3168067,cat02713,"jay z kanye","2011-08-30 16:13:06.524","2011-08-30 16:12:56.568"
469de2173d9ec0da18a40c127aa63247943edee8,1945531,pcmcat209000050007,ipad,"2011-09-01 19:05:16.612","2011-09-01 19:03:53.72"
46a0069c19afe7d0ec8c8549f86a3af459608553,8229044,abcat0503013,"wireless modem","2011-10-25 23:50:53.687","2011-10-25 23:50:41.327"
46a11f63278ffd263ae0ac7cd7e35a12ce291dc1,1685061,abcat0302013,"1000 watt amp","2011-09-01 22:21:12.113","2011-09-01 22:20:18.993"
46aa5c4dcfe95063ec25106206250fb33ed1275d,1535836,pcmcat247400050001,"Apple macbook","2011-09-24 13:59:06.347","2011-09-24 13:58:05.461"
46ab8a2207331e307b67032cc781408bd77d0750,3061366,abcat0703001,"playstation 3","2011-09-11 14:49:57.914","2011-09-11 14:46:20.508"
46adc60154bad269a765780d533e66b48e2357f7,1331156,pcmcat128700050041,"Apple tv","2011-09-17 15:03:14.176","2011-09-17 15:02:42.433"
46aea62bb89d0914bdc4dd1c9a9e7b47e1e25333,1331156,pcmcat128700050041,"Apple tv","2011-09-08 15:53:52.347","2011-09-08 15:53:28.645"
46b2e44104517890dbf13f31e2373ce6da67ab34,9492426,pcmcat143000050007,"dr dre beats","2011-08-28 16:04:17.146","2011-08-28 16:04:00.687"
46b55936147f9a0ce6e79b245dcff02937570329,1251336,abcat0715007,"playstation 3","2011-10-20 00:13:41.848","2011-10-20 00:12:49.458"
46b676c91b2f0c208959edfffc048befb8d18180,2842056,pcmcat209000050008,"Hp touch pad","2011-10-06 10:31:24.945","2011-10-06 10:30:55.916"
46b7f289f95155c7bab67dfaf65c736dddedde4a,9225377,abcat0201011,"ipod classic 80","2011-09-05 14:35:09.624","2011-09-05 14:34:56.298"
46b9a1e0406d8a5b36dae656b8bcd87fc644e7ce,1517163,pcmcat193100050014,Nook,"2011-09-02 19:18:01.262","2011-09-02 19:16:50.528"
46c455ff8ffcd2c71d58321afcf01bde7ffc552b,2390524,pcmcat209000050008,"htc flyer","2011-10-06 07:57:15.011","2011-10-06 07:56:58.263"
46c6dea4d5325d23b1b36537fa2ec0d4263d6973,2550164,cat02015,"star wars blue ray","2011-09-11 01:23:21.951","2011-09-11 01:22:51.268"
46c8179f421ff8681605578801a34aca9c86d704,1853531,pcmcat164200050013,"10 inch pc","2011-10-18 19:25:04.393","2011-10-18 19:22:45.356"
46c97f12c90de2fc0b8d5f65c8fc87d5ae76d8b6,1685061,abcat0302013,Speakers,"2011-09-01 12:19:47.346","2011-09-01 12:18:26.033"
46d23eed6bc67360127bb984ae11678469c6f252,2775225,pcmcat247400050000,2775225,"2011-09-21 19:39:00.359","2011-09-21 19:37:39.336"
46d728f5e1a2eb829f45306492178a8df2b99cee,1945531,pcmcat209000050007,"iPad 2","2011-08-31 17:01:54.791","2011-08-31 16:59:25.304"
46ecba2ae53535ec5c2dfd032790d86aa68c94b6,2658077,pcmcat190000050013,Computers,"2011-10-14 10:20:52.616","2011-10-14 10:19:58.019"
46ee135e5f0b346080c697370b9f9ebbc7e55bb0,3487648,pcmcat209400050001,"I phone 4s","2011-10-23 16:07:04.021","2011-10-23 16:05:23.316"
46efa4bf8dbc51a3fc94cb1cb40e38b0d2fad5b3,9225377,abcat0201011,"iPod touch","2011-08-13 00:32:43.765","2011-08-13 00:27:48.936"
46f2527a8d14dd930a07c8357225bdda11d7f9b9,8229044,abcat0503013,modem,"2011-10-01 15:20:17.57","2011-10-01 15:18:50.11"
46f40202f6c3ada15c425779c21b6285fb704466,2620821,abcat0101001,"Samsung 55 HDTV led-LCD 240hz","2011-08-28 21:02:57.934","2011-08-28 21:01:31.302"
46f69233f3af2c36947e63aa02d202e341c7ba18,2620821,abcat0101001,"lcd tv","2011-10-18 19:34:45.826","2011-10-18 19:34:23.453"
46f9f444733e3127b06c3459afda2efe5b95a662,2842056,pcmcat209000050008,"hp touchpad","2011-08-29 15:50:06.839","2011-08-29 15:49:53.838"
46fc04193257dbff26f14a3b87dd0faa8c6fe081,1162184,abcat0701001,"Halo reach limited edition","2011-10-24 15:55:11.231","2011-10-24 15:53:00.68"
4700c78b413fddd8e2e7179f1be563c413a126a4,3061302,abcat0703001,Ps3,"2011-08-12 17:48:16.077","2011-08-12 17:45:34.171"
470f323c2d4a6b509b22591e72e423ebf5e341ae,2550164,cat02015,"casio exilim","2011-09-01 22:34:05.296","2011-09-01 22:31:56.204"
4717dcfc5abf91a497bfbad6e47fb215212f89d9,9845581,pcmcat143000050011,"solo beats by dr dre","2011-10-16 06:43:55.823","2011-10-16 06:42:40.619"
471b48e96218f2a35eeb5fc08a301b2e7288ec13,2842056,pcmcat209000050008,Touchpad,"2011-08-30 15:38:27.827","2011-08-30 15:38:15.591"
471d52a483ec6d5f3aaf8083a1587b147a5b88a8,2803428,abcat0706002,"Just dance 3","2011-10-10 20:15:38.717","2011-10-10 20:15:15.115"
471dc69c26a8bbd2d35ad5d43ddcec4ec3781ea1,1980124,pcmcat180400050000,Cameras,"2011-09-16 20:23:27.609","2011-09-16 20:21:21.473"
471fb5e9e903221f9d6e1916506848f556c76b4a,9755322,pcmcat247400050001,Ipad,"2011-10-18 17:24:05.538","2011-10-18 17:20:01.127"
4722bf87eac564223707811e2c320cd1db9954bf,9225377,abcat0201011,"Ipod touch","2011-10-21 12:25:00.365","2011-10-21 12:20:43.373"
472d1cdc7f1481940c43060593bf5c2a8a4a938f,1987075,pcmcat180400050000,"Canon slr cameras","2011-09-02 10:12:30.461","2011-09-02 10:10:05.855"
4731eb3e451e60be0e60bed60eb6b1b1b9d1771b,2842092,pcmcat209000050008,"htc flyer","2011-10-03 03:35:19.128","2011-10-03 03:34:21.961"
4732e4b29f2e466dbecbaf0ba3642e1971f36910,2842056,pcmcat209000050008,"samsung galaxy tab 10.1","2011-09-26 02:19:04.726","2011-09-26 02:16:43.097"
4734e40e4a255576a359b2585c6faa0e0a5f8103,2842056,pcmcat209000050008,apple,"2011-09-04 10:19:05.478","2011-09-04 10:18:36.599"
4741caf0da9e9463299c9e1128796e170932891f,1257136,pcmcat231700050017,"remote  controle works both tv and pc","2011-10-14 15:03:03.058","2011-10-14 14:58:41.384"
4746540ee404410b74ce9a83a26c700e4c24ec48,2339322,pcmcat209000050007,"iPad 2","2011-10-25 19:58:43.455","2011-10-25 19:57:29.239"
4749d8582499a5b0863982a0eb2aa49b69252de7,2893174,abcat0101001,"lcd tv","2011-10-28 18:00:21.4","2011-10-28 18:00:18.34"
474debe2a12104cc45f4da692fcd43d117527b70,3674224,pcmcat247400050000,Hours,"2011-10-23 16:11:28.398","2011-10-23 16:11:00.798"
474f99ae3030cc6803656613c8af158dd2c69880,9755322,pcmcat247400050001,"Apple laptops","2011-10-06 20:04:42.557","2011-10-06 20:04:11.195"
4751c80b16895b59499e62745f065de9d35c2e52,2970255,pcmcat247400050000,Laptops,"2011-09-27 12:16:38.084","2011-09-27 12:15:52.364"
47544e5eb73b5b3450afd0010de06bfd1122e8bd,2173056,abcat0703002,"Batman Arkham City","2011-08-15 00:08:18.085","2011-08-15 00:07:54.765"
4768c6a8f98fdfc4616f25320854af773b28b622,3247045,cat02015,"Transformers 3","2011-10-02 20:14:08.102","2011-10-02 20:13:08.73"
476b7989478f6fa43455a1f8270e2af20e98a4a2,9755395,pcmcat247400050001,"MacBook pro","2011-08-12 18:49:06.984","2011-08-12 18:46:54.338"
476d82c339842578a8dee664bd3b45913bd5a28b,2738738,pcmcat164200050013,"Gateway computer","2011-09-26 16:30:18.685","2011-09-26 16:29:02.112"
4770b9aa027a3f128f03f8f3b227ce145a9b4c40,3247045,cat02015,transformers,"2011-09-30 11:27:05.708","2011-09-30 11:25:25.313"
477210cfe8f96ec04c24853b17955ba7de186db7,9492426,pcmcat143000050007,"Dr dre","2011-09-05 18:43:46.426","2011-09-05 18:43:32.652"
4773d37e24e2066d8f0478e6ad2e3753f185a6c6,1987075,pcmcat180400050000,"eos rebel t3","2011-10-10 15:20:39.673","2011-10-10 15:20:01.794"
4778c288aed1d170fd1869dd00dc111bf5a96fae,2842056,pcmcat209000050008,"HP touchpad","2011-08-21 09:32:24.526","2011-08-21 09:32:11.636"
477dd9ae51f5dfff8cacff9caecff8a95f5792de,2842092,pcmcat209000050008,"hp tablet","2011-08-31 13:28:38.788","2011-08-31 13:27:58.512"
47826a388b80b015eb5fa406a7ccc9f3d92d98a5,1980124,pcmcat180400050000,ColumbusDay_CameraCamcorder_20111009,"2011-10-09 14:08:34.481","2011-10-09 14:06:43.963"
4789c6b821354eecf1c7e7ef5abf95f9cec9b9c5,2842056,pcmcat209000050008,touchpad,"2011-08-23 08:25:07.132","2011-08-23 08:24:44.083"
478fb879a193d79770e13bff610f12fe0afd1d98,2550164,cat02015,"Star wars blu ray box set","2011-09-16 14:52:52.476","2011-09-16 14:51:31.962"
479227d6dcffd789201a4302ee23f59978376a33,9755395,pcmcat247400050001,Apple,"2011-08-31 21:07:27.532","2011-08-31 21:03:22.588"
4794514ccb79a93e31e31eee5f0bff79d37a4569,2173056,abcat0703002,"batman arkham city","2011-10-17 07:12:41.783","2011-10-17 07:12:20.575"
47979ffacd40c0994117f2d74da0b815100441f1,2925714,pcmcat247400050000,Laptops,"2011-08-30 22:57:43.465","2011-08-30 22:56:56.054"
479c4f8eb61a4be00698a27ed168116d0000e352,8229044,abcat0503013,"modems with wifi","2011-09-03 11:42:07.89","2011-09-03 11:38:15.329"
479fce944328cad70849960156c924bd9587b2e0,2817582,pcmcat209000050008,htcflyerp512,"2011-10-06 06:51:15.248","2011-10-06 06:50:17.339"
47a12f8e7572aec2be4f03daa56a5b5755849734,9755322,pcmcat247400050001,Computers,"2011-08-20 21:47:51.788","2011-08-20 21:45:16.819"
47a20743c3f05dcb739382300593f8f349d51f05,9225377,abcat0201011,"IPOD TOUCH","2011-10-01 21:08:31.021","2011-10-01 21:05:48.206"
47a591efa89085eb9c345a64b2b070eff50286e2,2620821,abcat0101001,"lcd tv","2011-10-17 03:34:55.77","2011-10-17 03:34:47.586"
47b0b7ce088ce0c32e7cf39923f2db8f481d4f87,2969477,pcmcat247400050000,"Geek squad protection","2011-09-24 13:15:16.275","2011-09-24 13:13:46.364"
47b578b511ac7f8ed87fb58592b4e50d845bb0ed,2738738,pcmcat164200050013,laptop,"2011-09-30 18:40:50.575","2011-09-30 18:37:17.687"
47ba527110c08401f3ae78baeda19e94838f7ee6,3061366,abcat0703001,"Ps3 console","2011-10-28 18:39:52.694","2011-10-28 18:39:27.074"
47c693f287cb65ab8516aff327f06c3ed2f12146,3487784,pcmcat209400050001,"iPhone 4s","2011-10-09 17:23:16.097","2011-10-09 17:22:21.643"
47ca80e8443febd10669fe9cbf41884c4a310d3c,2265381,pcmcat209000050008,"BlAckBerry tab","2011-10-09 22:27:01.009","2011-10-09 22:26:57.725"
47cea97e87f24b20f6bf44f3c3b9754173c51eb4,2339322,pcmcat209000050007,cannon,"2011-09-01 23:41:12.355","2011-09-01 23:38:43.184"
47cfdaaa2c0ea7dc3e3312c1a387cfa8a422e233,2817582,pcmcat209000050008,"galaxy tab","2011-08-23 15:55:02.591","2011-08-23 15:54:52.361"
47d0851ccc6892b77e4c0e0cbbb53c911bd89424,2803428,abcat0706002,"just dance 3","2011-10-01 22:44:26.747","2011-10-01 22:42:38.019"
47d2db71ba0d33c940bb6405c39aed0cb2d4a801,2989098,abcat0208011,"ipod speakers","2011-10-25 23:46:49.591","2011-10-25 23:45:58.496"
47d4ca260d504706db632815700b617addec76c9,3247045,cat02015,Transformers,"2011-09-29 15:51:29.332","2011-09-29 15:50:04.103"
47d4ca260d504706db632815700b617addec76c9,2390524,pcmcat209000050008,"Htc flyer","2011-10-06 10:10:44.753","2011-10-06 10:10:33.878"
47d75bacd22a9c97fad9eb33281e61dd59b283ea,2817582,pcmcat209000050008,"samsung galaxy","2011-10-25 16:30:18.993","2011-10-25 16:30:01.388"
47da954935eaae793bbe385cd0e5f3268d7badcc,9836718,pcmcat144700050004,"beats by dre","2011-10-12 16:33:54.73","2011-10-12 16:32:49.045"
47e6813aecf5384508c1f0282e8faced7faf87a5,3061302,abcat0703001,ps3,"2011-10-07 15:58:51.456","2011-10-07 15:57:50.23"
47ecacac89c9c3afdc4640c11f84152ff9bd04af,9172799,pcmcat189600050008,hdd,"2011-09-07 19:16:54.708","2011-09-07 19:15:39.785"
47ee0ce453d76e44f81b3d7542e1ca88eb101997,9420361,pcmcat183800050007,"Dell power cord","2011-10-29 21:48:26.857","2011-10-29 21:47:41.2"
47efb451af9cd220ea8482151f7c114b07e2e794,3487784,pcmcat209400050001,4s,"2011-10-30 04:41:34.505","2011-10-30 04:41:17.606"
47f4d151b8409581b9500b268e6aa9b9d6ca85b2,9225377,abcat0201011,Ncis,"2011-08-25 11:22:44.231","2011-08-25 11:22:09.575"
47fbf7555a632732a1e195f58365b2557f1d002c,2842092,pcmcat209000050008,"Hp touchpad","2011-08-21 19:54:28.514","2011-08-21 19:53:52.587"
47fd4fac478a3a8ab4cecb864235acac6d62c6dc,9755322,pcmcat247400050001,Macbook,"2011-10-08 12:33:30.303","2011-10-08 12:33:25.836"
480007d6e915560de139c0823ffe85aae0781cca,2842056,pcmcat209000050008,"Hp touchpad","2011-09-02 19:44:33.568","2011-09-02 19:43:15.314"
48015aee04a3a4c143f08923f81016d2d90b59bc,1980124,pcmcat180400050000,"Camara Canon professional","2011-09-19 19:18:34.999","2011-09-19 19:17:23.926"
48018f8e99cf6ca6dfedcb7eed2c33ee876ad89e,3168067,cat02009,"black tide","2011-10-25 15:47:18.705","2011-10-25 15:46:26.865"
480bc6e5fcf0415e09220ce0533dfe773a1bc4cb,1161725,abcat0201011,"Ipod nano","2011-10-27 23:23:00.39","2011-10-27 23:22:28.933"
480be81b9bd062e354ddf9c2d77ff38558d9b2ee,3108109,pcmcat247400050001,"Mac air","2011-10-25 21:58:26.179","2011-10-25 21:58:02.507"
480c11398881578540683683e3df6cf12ea8ad49,2970255,pcmcat247400050000,"Windows 7 Professional","2011-10-08 13:43:45.656","2011-10-08 13:39:44.728"
480d515ee37f5ee6a978229744789f8a51112bcd,3061302,abcat0703001,"Ps3 console","2011-10-20 19:00:37.535","2011-10-20 19:00:22"
481008fb2db7e66c65074b204580430e51b9a01d,9172799,pcmcat189600050008,"pc games","2011-10-19 23:17:46.341","2011-10-19 23:17:09.881"
4812b5c25713da513d1b22e1da48674bbd3e5c07,2842092,pcmcat209000050008,"Samsung touch pad 99$","2011-09-04 19:39:31.595","2011-09-04 19:35:32.119"
48178144d86d3fc98d7cdf82b7e146a5e123561e,1331156,pcmcat128700050041,"Apple tv","2011-10-22 19:02:11.634","2011-10-22 19:01:59.586"
48179d2d089acd5a4ae25092805c332cc04fa8c2,3303069,pcmcat248500050020,"wii console","2011-10-25 23:54:06.878","2011-10-25 23:53:48.482"
4818408f1199d90b84fd2e9585233cdb27c56445,1945531,pcmcat209000050007,iPad,"2011-08-24 13:24:50.443","2011-08-24 13:23:45.632"
481aeb469a57b1bf832955a336047e8212d5a727,2620821,abcat0101001,"lcd tv","2011-10-15 02:10:36.036","2011-10-15 02:10:31.596"
4820689326b3bac3f25015536fb856f101d3080d,2738738,pcmcat164200050013,"Dell laptop","2011-08-16 16:45:56.735","2011-08-16 16:43:07.562"
482173880e179af762f07d34203ba05df7888af8,1623912,pcmcat247400050000,LaborDay_Computers_20110902,"2011-09-02 13:04:17.488","2011-09-02 13:03:20.726"
482203632f64e81a108ab7df110d36335d9ca5f4,9225377,abcat0201011,iPod,"2011-10-22 00:01:26.593","2011-10-22 00:00:25.871"
482214ed6451b13cb09183b29e036979a9bbefdd,2836657,abcat0503013,surfboard,"2011-10-09 13:40:30.149","2011-10-09 13:39:19.161"
4823178c0650e014eab4df25cd0b94a25f051cf9,2842092,pcmcat209000050008,"hp touchpad","2011-08-23 19:36:03.245","2011-08-23 19:35:41.383"
482734347a278952e1df8a47950eea771e67941b,9420361,pcmcat183800050007,"ac adapter","2011-10-06 22:14:22.741","2011-10-06 22:14:02.608"
4828708d2a9e943e2037b4b14d1e8da0b73c368f,2817582,pcmcat209000050008,tablets,"2011-08-19 00:02:45.118","2011-08-18 23:58:37.816"
482c6bd0e7e09c43ad5a0c4f3989b7d4b3366dfb,2989098,abcat0208011,"bose speakers","2011-10-19 23:26:52.761","2011-10-19 23:26:32.901"
482ca78321bae74ca5e2b683328e446943b640dd,9225377,abcat0201011,videos,"2011-10-01 01:05:31.47","2011-10-01 01:04:17.48"
48346b1ed5195bfd25151e686d08d86b89543785,2842056,pcmcat209000050008,"Hp touch pad","2011-08-24 18:10:26.013","2011-08-24 18:09:50.715"
4839c5bde24ac0200a943a80542ceac825cee5b3,2620821,abcat0101001,"lcd tv","2011-10-25 06:08:18.81","2011-10-25 06:08:14.418"
4839ee4c2b5bc396c2e1aaebb2c7d2e3165c6917,2539739,abcat0706001,Wii,"2011-09-03 12:56:58.532","2011-09-03 12:54:27.461"
483d851130fbc172dd0a096f91c5aae5659c7f70,2842092,pcmcat209000050008,"Hp touchpad","2011-08-21 07:22:11.634","2011-08-21 07:20:02.932"
483dde761a410fab8fd3c4a93d2fb96deb3fc4ad,3209231,cat02015,"X men first class","2011-09-11 13:40:24.115","2011-09-11 13:39:40.347"
483f5cd1e8c2550186da74e7e2c918f722e852f1,2842092,pcmcat209000050008,"hp touchpad","2011-09-24 20:27:47.948","2011-09-24 20:25:30.905"
484207fd20a3f65782b0cf5756187f895be98ffb,9836718,pcmcat144700050004,Beats,"2011-09-22 15:07:49.848","2011-09-22 15:06:18.142"
484572e84a5273e4e87ab119b76ea14cc1399e8e,9755322,pcmcat247400050001,MacBook,"2011-10-08 14:21:13.569","2011-10-08 14:21:02.116"
48470362d5671c65825fc682980e9588994c7054,2769576,pcmcat209000050008,"Toshiba thrive","2011-08-30 19:13:11.796","2011-08-30 19:13:05.706"
484bd36538b3260347453eebf3640a6ed1447233,1331156,pcmcat128700050041,"TVs with dVD","2011-10-16 01:20:29.144","2011-10-16 01:17:59.831"
484c4c687f935d7cb19882d119280de1e601d7ee,1517163,pcmcat193100050014,Nook,"2011-10-23 19:51:46.687","2011-10-23 19:50:35.169"
484ee98e95878e66b0169eabe1a4fd9d051a8151,8208389,pcmcat147700050016,playstation3,"2011-10-26 00:30:09.189","2011-10-26 00:29:55.045"
4851d2e3f6864bffcbd934a90a9eff336c443c91,3061366,abcat0703001,"xm radio","2011-10-20 00:20:58.519","2011-10-20 00:18:56.38"
485770b22e924c37c09114af31dc4ff75f417e3e,1069212,abcat0701001,"Xbox console","2011-08-28 12:16:24.455","2011-08-28 12:15:48.008"
4859df91b96c1e6dd97fe6af1c7491ebd0f1a336,2539739,abcat0706001,"Wii console","2011-09-17 16:18:59.926","2011-09-17 16:18:53.603"
485c8337940a507f3df70b14791ef4a1dee99085,3061302,abcat0703001,"dragonballz games","2011-10-14 11:32:39.139","2011-10-14 11:31:36.101"
485da95b4f5f15eb6188da84778c70bf7bd06d2a,2539739,abcat0706001,"nintendo wii","2011-10-06 22:14:45.185","2011-10-06 22:14:35.142"
485fb8bf4e909321bffafd504e012d15992830d8,2842056,pcmcat209000050008,"Hp touch pad","2011-08-22 14:46:49.034","2011-08-22 14:46:42.178"
48625a4db5dbc114a9b1c9fd072736c1c288cf8f,1945531,pcmcat209000050007,"iPad 2","2011-09-30 00:04:07.555","2011-09-30 00:02:24.383"
4864c4cf9fd403d6b997cdbcc7bdf6f74aee9862,8913606,pcmcat144700050004,"Beats By dre","2011-10-13 18:11:40.055","2011-10-13 18:09:50.435"
486c39554a0111ab3ba4f15a6e344a2e0e69caf9,1945531,pcmcat209000050007,Ipad,"2011-09-11 19:50:25.712","2011-09-11 19:49:50.464"
4875f9c07682b73caa44f3cb1726ce31b12637d4,1308088,pcmcat186100050007,"video card","2011-10-25 21:59:17.519","2011-10-25 21:58:54.13"
487b09bac379e65cc7ff942d35fd3ae450fda883,2620821,abcat0101001,ColumbusDay_HomeTheater_20111009,"2011-10-09 14:33:11.151","2011-10-09 14:31:42.755"
487c15a1a5b14b09ea59925e55657d7e24895ffd,2225047,abcat0503002,"wireless router","2011-09-06 14:40:34.138","2011-09-06 14:40:13.642"
487e335aaef4dd73058953324a5461a7b1e57233,2842056,pcmcat209000050008,touchpad,"2011-08-23 03:13:37.586","2011-08-23 03:13:10.714"
4880497458da25660239f536218de4ad379da6a3,9836718,pcmcat144700050004,Beats,"2011-10-17 14:57:15.803","2011-10-17 14:56:44.748"
4883e7244402ce218577bf2a377a60889a320f93,8856865,pcmcat209700050013,Computer,"2011-10-03 12:19:54.707","2011-10-03 12:19:31.713"
488bf28d2b30a094f53d183430cae997524e342d,2969477,pcmcat247400050000,Laptops,"2011-10-02 21:50:20.819","2011-10-02 21:48:22.94"
488c9499f5d0aa6525ea7aeb578d3bbdbfad62ae,9947181,pcmcat253300050012,ipaq,"2011-10-06 23:26:16.432","2011-10-06 23:25:44.138"
488dfd495ca5e145c4438cfb73d6cb861891f154,3061302,abcat0703001,"Play station 3 consOle","2011-08-11 23:51:57.986","2011-08-11 23:48:17.025"
488f772987df7130ba2ea0df4049c864549f3890,1945531,pcmcat209000050007,ipaq,"2011-10-25 22:29:38.782","2011-10-25 22:28:33.299"
48903225e7e57769d92099993cc03d84c349a1ed,1945531,pcmcat209000050007,iPad,"2011-10-02 11:45:19.639","2011-10-02 11:44:58.942"
4894724246daec5bd86afb3b354fcfce292e09b9,1945531,pcmcat209000050007,iPad,"2011-08-13 10:27:28.494","2011-08-13 10:25:47.018"
489b4251a85e2e9dca6ef323155b1e6af1cf960c,9225377,abcat0201011,"Sony 3D tv bundles","2011-09-05 16:45:37.739","2011-09-05 16:45:19.734"
48a0eab9c24af131f56b093294c9d41468a50d04,2842056,pcmcat209000050008,Touchpad,"2011-08-22 11:17:54.648","2011-08-22 11:17:19.471"
48a146110a2360eedcec91a99daa83ffe09fc2b1,1685061,abcat0302013,"Car stereo","2011-08-17 19:28:27.05","2011-08-17 19:28:05.654"
48a37a6ce411b81962d2b58909553132900b1800,3487784,pcmcat209400050001,"iPhone 4s","2011-10-29 19:11:23.669","2011-10-29 19:10:51.386"
48a42153d06ffbe522aa2598913ded73e3767fd5,8856865,pcmcat209700050013,kaspersky,"2011-10-06 23:58:37.859","2011-10-06 23:58:31.181"
48a9193b9c99a76efebcbaad13bfef46dd04fc40,2842056,pcmcat209000050008,Touchpad,"2011-08-21 14:06:53.158","2011-08-21 14:06:44.156"
48a961aff82fc93f8df14917121a6046851f0573,2925714,pcmcat247400050000,sony,"2011-09-05 09:37:42.172","2011-09-05 09:37:17.977"
48ade020bbecbb86ea2da7f5ee16ff72b9532715,3247045,cat02015,Transformers,"2011-09-30 17:02:58.242","2011-09-30 17:02:08.773"
48af9ad3f91a22d33f12c09a305c3dcca3b1a762,2475916,pcmcat209000050008,Tablet,"2011-08-13 08:36:12.947","2011-08-13 08:33:36.648"
48b83a825dca85bf58d8a53a9ff3ca8f1bd0bb4f,2842056,pcmcat209000050008,tablets,"2011-10-04 20:37:13.217","2011-10-04 20:33:37.324"
48ba8d5b761850b9ef734c149b28451f1415a669,2414049,pcmcat162100050040,boost,"2011-10-16 20:27:33.085","2011-10-16 20:26:22.894"
48bc179fac83aba62a98d541ea8ec74ef14636dd,3133099,pcmcat214700050000,"iPhone 4 case","2011-10-22 09:19:01.821","2011-10-22 09:18:25.502"
48c197f42242ca1f01762e9077990054fdf700f5,3103247,cat02015,X-men,"2011-08-31 07:24:27.749","2011-08-31 07:23:01.227"
48c3072b214c282040404a5a17143bba6bdaee3b,9755395,pcmcat247400050001,Mac,"2011-09-03 15:17:58.519","2011-09-03 15:17:33.787"
48c7aa5f07eb55a891bfb2e459062e301c710ef0,2970255,pcmcat247400050000,"toshiba laptop","2011-10-26 00:17:39.233","2011-10-26 00:17:06.165"
48ca598d6ebc757f497450b42f3cf0cd70f5ebee,1623912,pcmcat247400050000,LaborDay_Computers_20110902,"2011-09-02 17:18:19.39","2011-09-02 17:15:00.464"
48cb4e898a448a8d05c3ae05ceb9eb7c9804aa03,1980124,pcmcat180400050000,A33,"2011-10-25 20:53:39.873","2011-10-25 20:48:55.095"
48cb56301d3712a768d0b7a207bf22ad031ee7c4,9225377,abcat0201011,"IPod touch","2011-09-21 21:24:14.833","2011-09-21 21:23:58.808"
48cd1d205ebea7ea464f487b97ace06d4f41663d,1946197,pcmcat209000050008,"motorola xoom","2011-09-30 20:18:49.09","2011-09-30 20:16:40.119"
48cd6da5024670279c6c1ce1753a2b3f837a108a,9492426,pcmcat143000050007,headphone,"2011-10-01 12:21:32.099","2011-10-01 12:19:21.754"
48ce1a41b36ff430970e2b688c90b5a1cbbeaecc,2775225,pcmcat247400050000,FallSale_Computers_20110930,"2011-10-01 16:56:08.576","2011-10-01 16:55:20.26"
48d4fa60a25838e5e5fe2dd74b26a77b765ca437,2620821,abcat0101001,"lcd tv","2011-10-18 15:52:03.995","2011-10-18 15:51:59.618"
48dc6131a7869277c80e96067f06d6648837494c,1945595,pcmcat209000050007,Ipad,"2011-10-08 18:02:49.003","2011-10-08 17:59:57.499"
48ddd47edd8e419d1b10f23b8eb2c7fcf39116b6,2970255,pcmcat247400050000,"Snmsung tv","2011-09-27 18:45:30.209","2011-09-27 18:41:37.343"
48dde3c996ed7146144544a5a9579ae4b6cdac9b,3247045,cat02015,transformers,"2011-09-21 03:20:24.343","2011-09-21 03:19:42.919"
48e21c62064a66683c52641d205ca0b8b39164e9,2842056,pcmcat209000050008,"Hp touchpad","2011-08-29 20:53:27.646","2011-08-29 20:52:46.105"
48eb1d65be62451cb250685194a67c3783853b65,3061302,abcat0703001,"Ps3 console","2011-09-23 23:16:14.979","2011-09-23 23:13:54.646"
48ef309496b49c409afca44987f0d29c1bf354a8,2836657,abcat0503013,modem,"2011-10-06 14:05:38.885","2011-10-06 14:01:31.985"
48f0d27e03eae31de7bd8f6da64b9b960b0b3357,3303069,pcmcat248500050020,"wii system","2011-10-26 00:49:20.746","2011-10-26 00:49:05.591"
48f93897c73fcde2299d6be4769b2e87c00111de,3487784,pcmcat209400050001,Iphone4gs,"2011-10-30 13:04:26.703","2011-10-30 13:02:40.397"
48fab91a3bd58fba4eaa8e0a35cb99aa3f1939ae,2738738,pcmcat164200050013,Laptop,"2011-09-05 13:22:52.951","2011-09-05 13:19:26.089"
48fd99f3242e5872e066b5e0afaa1cb9d0d2367c,3209231,cat02015,"x-men blu-ray","2011-09-10 19:30:47.824","2011-09-10 19:30:15.821"
4902e4d90951f2f9bdacd6795046b1d07fc6e769,2817582,pcmcat209000050008,Tablet,"2011-09-21 18:52:53.24","2011-09-21 18:49:52.251"
490bffaf96c2b562850230868541b44b1eddbe6f,9225377,abcat0201011,"iPod touch. 4","2011-09-16 16:14:39.267","2011-09-16 16:12:43.274"
